Article,Current Form,Proposals by Political Parties,Political Party,Rationale,Proposal Type,Joint,Partner,Contributor,Commission’s Proposals,Part
অনুচ্ছেদ ৯৫ (বিচারক - নিয়োগ),,বিচারক নিয়োগের কার্যকর নীতিমালা প্রণয়ন করা ।,জাতীয় সমাজতান্ত্রিক দল (জেএসডি),,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
অনুচ্ছেদ ৯৫ (বিচারক - নিয়োগ),,"বিচার বিভাগের ক্ষেত্রেও বর্তমানের যোগ্যতা ১০ বছরের জজিয়াতি বা ১০
 বছরের উকালতি করার যোগ্যতার মানদণ্ড বাতিল করে সুনির্দিষ্টভাবে যোগ্যতার
 মাণদণ্ড নির্ধারণের মাধ্যমে বিচার কমিশন বা জুডিশিয়াল কাউন্সিলের মাধ্যমে
 নিয়োগ দানের বিধান করা।",বাংলাদেশের সমাজতান্ত্রিক দল (বাসদ),,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
অনুচ্ছেদ ৯৫ (বিচারক - নিয়োগ),,"বিচার বিভাগকে সম্পূর্ণ দুর্নীতিমুক্ত, স্বাধীন ও রাজনৈতিক প্রভাবমুক্ত রাখতে হবে।",বাংলাদেশ লেবার পার্টি,,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
অনুচ্ছেদ ৯৫ (বিচারক - নিয়োগ),,"বিচারবিভাগকে সম্পুর্ণ রূপে স্বাধীন করার জন্য উচ্চ আদালতে বিচারপতি
 নিয়োগের সুনির্দিষ্ট সাংবিধানিক নীতিমালা ও আইন প্রণয়ন করতে হবে। উচ্চ
 আদালতে বিচারপতি নিয়োগ, পদোন্নতি, এবং অপসারণের সিদ্ধান্ত সুপ্রীম
 জুডিশিয়াল কাউন্সিল গঠন করে তার এখতিয়ারভুক্ত করতে হবে।",গণসংহতি আন্দোলন,,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
অনুচ্ছেদ ৯৫ (বিচারক - নিয়োগ),,"সংবিধান সংশোধন সাপেক্ষে আলাদা বিধি প্রণয়ন করে উচ্চ ও নিম্ন আদালতে
 পেশাগত দক্ষতা, সততা, নিষ্ঠা ও যোগ্যতার ভিত্তিতে বিচারক/বিচারপতি
 ও আইন কর্মকর্তা নিয়োগ করতে হবে। দ্রুত বিচারকার্য সম্পাদনের স্বার্থে
 আদালতগুলিতে বিচারক সংখ্যা বৃদ্ধি করতে হবে।",বাংলাদেশ লেবার পার্টি,,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
অনুচ্ছেদ ৯৫ (বিচারক - নিয়োগ),,"(১) রাষ্ট্রপতি সংসদ বরাবর প্রধান বিচারপতি পদে যোগ্যতা বিচার পূর্বক
 নাম প্রস্তাব করিবেন। সংসদ প্রকাশ্য গণশুনানির মাধ্যমে প্রস্তাব যাচাই করিয়া
 তাহাদের অনুমোদন প্রদান করিলে রাষ্ট্রপতি কর্তৃক প্রধান বিচারপতি নিযুক্ত
 হইবেন।
 (২) প্রধান বিচারপতি উচ্চ আদালতের বিচারক পদে প্রার্থীদের নাম প্রস্তাব
 করিবেন। সংসদ প্রকাশ্য গণশুনানির মাধ্যমে প্রস্তাব যাচাই বাছাই করিয়া
 প্রার্থীদের অনুমোদন প্রদান করিলে রাষ্ট্রপতি কর্তৃক প্রধান বিচারপতি নিযুক্ত
 হইবেন।
 (৩) কোনো ব্যক্তি বাংলাদেশের নাগরিক না হইলে, এবং
 (ক) সুপ্রীম কোর্টে অন্যূন দশ বৎসরকাল এ্যাডভোকেট না থাকিয়া থাকিলে,
 অথবা
 (খ) বাংলাদেশের রাষ্ট্রীয় সীমানার মধ্যে অন্যূন দশ বৎসর কোনো বিচার
 বিভাগীয় পদে অধিষ্ঠান না করিয়া থাকিলে, অথবা
 (গ) সুপ্রীম কোর্টের বিচারক পদে নিয়োগ লাভের জন্য আইনের দ্বারা নির্ধারিত
 যোগ্যতা না থাকিয়া থাকিলে,
 (ঘ) বয়স পঁয়তাল্লিশ বছরের কম হইলে
 তিনি বিচারক পদে নিয়োগ লাভের য�োগ্য হইবেন না।
 (৪) এই অনুচ্ছেদে “সুপ্রীম কোর্টবলিতে এই সংবিধান প্রবর্তনের পূর্বেযেকোন
 সময়ে বাংলাদেশের রাষ্ট্রীয় সীমানার মধ্যে যে আদালত হাইকোর্টহিসাবে
 এখতিয়ার প্রয়োগ করিয়াছে, সেই আদালত অন্তর্ভুক্ত হইবে।",রাষ্ট্র সংস্কার আন্দোলন,,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
অনুচ্ছেদ ৯৫ (বিচারক - নিয়োগ),,"৯৫: সুপ্রিম জুডিসিয়াল কাউন্সিলঃ প্রধান বিচারপতিকে চেয়ারম্যান করে সুপ্রিম
 জডিসিয়াল কাউন্সিল গঠিত হবে ।নিম্নোক্ত ব্যক্তিগণ কাউন্সিলের সদস্য হবেনঃ
 ১.আইনমন্ত্ৰি
 ২.আপীল বিভাগের দুইজন জ্যেষ্ঠ বিচারক
 ৩.এটর্নিজেনারেল
 ৪.দুজন সংসদ সদস্য - একজন সরকারী দলের আর একজন বিরোধী দলের।
 ৫. সুপ্রিম কোর্টের আইনজীবি সমিতির নির্বাচিত সভাপতি ও সেক্রেটারী
 ৬. দু'জন এমিকাস কিউরি যারা আপিল বিভাগের সিনিয়র আইনজীবীদের মধ্য
 থেকে আপিল বিভাগ কর্তৃক মনোনীত মনোনীত হবেন।",খেলাফত মজলিস,,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
অনুচ্ছেদ ৯৫ (বিচারক - নিয়োগ),,"Article 2( 95) which should be substituted as follows;
 A person shall be qualified for appointment as a Judge if he
 is a citizen of Bangladesh and has been in actual unbroken
 regular practice as an advocate of the Supreme Court for at
 least 15 years or has been in actual and active practice in the
 District and Sessions Court for at least 20 years or has been a
 judge for 20 years in the subordinate judiciary doing judicial
 work. Further, there will be no quotas, but all appointments
 will be made based on merit.
 Article 3( 95) There shall be a Judicial Commission comprising
 the Chief Justice, senior most puisne Judge of the Appellate
 Division, senior most Judge of the High Court Division, the
 Attorney General, the Minister for Law and the President
 of the Supreme Court Bar Association will compile a list of
 persons suitable for appointment as a Judge of the Supreme
 Court, shall interview all those on the list and finalize the
 names for appointment as Judges of the Supreme court and
 forward it to the President for completing the necessary
 process of appointment after essential verification and report
 by the National Security Intelligence and Special branch in
 separately sealed confidential covers to the President. Any
 adverse report against any person selected for appointment
 can only be overlooked or overruled by the said Judicial
 Commission by a majority of the Commission members.",বাংলাদেশ মুসলিম লীগ,,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
অনুচ্ছেদ ৯৫ (বিচারক - নিয়োগ),,"বিচারপতি নিয়োগ ও জবাবদিহিতা নিশ্চিত করতে স্থায়ী সুপ্রীম জুডিসিয়াল
 কাউন্সিল গঠন করতে হবে। কাউন্সিলে সংক্ষুব্ধ আইনজীবী ও বিচার প্রার্থীরা
 অভিয�োগ দায়ের করতে পারবেন।",বাংলাদেশ লেবার পার্টি,,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
অনুচ্ছেদ ৯৬ (বিচারকের পদের মেয়াদ),"৫৯ [৯৬। (১) এই অনুচ্ছেদের অন্যান্য বিধানাবলী
 সাপেক্ষে কোন বিচারক সাতষট্টি বৎসর বয়স পূর্ণ
 হওয়া পর্যন্ত স্বীয় পদে বহাল থাকিবেন।
 ৬০ [(২) প্রমাণিত অসদাচরণ বা অসামর্থ্যের কারণে
 সংসদের মোট সদস্য - সংখ্যার অন্যূন দুই - তৃতী য়াংশ
 গরিষ্ঠতার দ্বারা সমর্থিত সংসদের প্রস্তাবক্রমে
 প্রদত্ত রাষ্ট্রপতির আদেশ ব্যতীত কোন বিচারককে
 অপসারিত করা যাইবে না।
 (৩) এই অনুচ্ছেদের (২) দফার অধীন প্রস্তাব
 সম্পর্কিত পদ্ধতি এবং কোন বিচারকের অসদাচরণ
 বা অসামর্থ্য সম্পর্কেতদন্ত ও প্রমাণের পদ্ধতি সংসদ
 আইনের দ্বারা নিয়ন্ত্রণ করিতে পারিবেন।
 (৪) কোন বিচারক রাষ্ট্রপতিকে উদ্দেশ করিয়া
 স্বাক্ষরযুক্ত পত্রয�োগে স্বীয় পদ ত্যাগ করিতে পারিবেন।]","পঞ্চদশ সংশোধনীর মাধ্যমে অত্র অনুচ্ছেদটি প্রতিস্থাপিত হলেও আদতে
 পূর্বের বিধানই অপরিবর্তিত রয়েছে। পরবর্তীতে ষোড়শ সংশোধনীর মাধ্যমে
 বিচারকদের অপসারণ সংক্রান্ত সুপ্রীম জুডিশিয়াল কাউন্সিল বিলুপ্ত করে সংসদ
 কর্তৃক অপসারণের বিধান করা হয়। - - - ষোড়শ সংশোধনী ইতোমধ্যে সর্ব্বোচ্চ
 আদালত কর্তৃক অবৈধ ঘ�োষিত পূর্বতন বিধান পু
 নঃভাল হয়েছে।",বাংলাদেশ জাতীয়তাবাদী দল (বিএনপি),,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
অনুচ্ছেদ ৯৬ (বিচারকের পদের মেয়াদ),,"প্রধান বিচারপতি পদটি স্থায়ীকরণ হবে না। পর্যায়ক্রমিক হবে। আপিল বিভাগের
 শীর্ষ জ্যেষ্ঠতা অনুসারে ৫ বিচারপতি পর্যায়ক্রমে দায়িত্ব পালন করবেন।",ইসলামী আন্দোলন বাংলাদেশ,,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
অনুচ্ছেদ ৯৬ (বিচারকের পদের মেয়াদ),,"বিচারপতিদের অপসারণের ক্ষমতা সংসদ থেকে কেড়ে নেওয়া উচিত। বিচারিক
 স্বাধীনতা নিশ্চিত করতে বিচারপতিদের শৃঙ্খলার জন্য একটি অভ্যন্তরীণ ব্যবস্থা
 থাকা উচিত। তবে, ১৫তম সংশোধনের আগে যে সুপ্রিম জুডিশিয়াল কাউন্সিলের
 মাধ্যমে বিচারপতিদের অপসারণের প্রক্রিয়া ছিল, তা সংশোধন করা উচিত।
 কারণ এতে স্বচ্ছতার অভাব রয়েছে।",বাংলাদেশ জামায়াতে ইসলামী,,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
অনুচ্ছেদ ৯৬ (বিচারকের পদের মেয়াদ),,"১) এই অনুচ্ছেদের অন্যান্য বিধানাবলী সাপেক্ষে কোনো বিচারক পঁয়ষট্টি
 বৎসর বয়স পূর্ণহওয়া পর্যন্ত স্বীয় পদে বহাল থাকিবেন।
 (২) প্রমাণিত অসদাচরণ বা অসামর্থ্যের কারণে সংসদের মোট সদস্য সংখ্যার
 অন্যূন দুই - তৃতীয়াং শ গরিষ্ঠতার দ্বারা সমর্থিত সংসদের প্রস্তাবক্রমে প্রদত্ত
 রাষ্ট্রপতির আদেশ ব্যতীত কোনো বিচারককে অপসারিত করা যাইবে না।
 (৩) কোনো বিচারক রাষ্ট্রপতিকে উদ্দেশ্য করিয়া স্বাক্ষরযুক্ত পত্রয�োগে স্বীয় পদ
 ত্যাগ করিতে পারিবেন।",রাষ্ট্র সংস্কার আন্দোলন,,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
অনুচ্ছেদ ৯৬ (বিচারকের পদের মেয়াদ),,"৯৬(১) জুডিসিয়াল কাউন্সিলের দায়িত্ব: তারা হাইকোর্টের বিচারপতি নিয়োগের
 সুপারিশ করবেন এবং তাদের সুপারিশের ভিত্তিতে রাষ্ট্রপতি তাদের নিয়োগ দিবেন
 ৯৬(২) আপীল বিভাগের জ্যেষ্ঠ বিচারপতিকে প্রধান বিচারপতি হিসাবে রাষ্ট্রপতি
 নিয়োগ দেবেন।
 ৯৬(৩) সুপ্রিম জুডিসিয়াল কাউন্সিল কোন বিচার পতিকে আইন অনুযায়ী
 অভিশংসনের সুপারিশ করতে পারবেন । কোন বিচারপতির বিরুদ্ধে
 অভিশংসনের সুপারিশ করলে রাষ্ট্রপতি কর্তৃক তিনি অপসারিত হবেন।",খেলাফত মজলিস,,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
"অনুচ্ছেদ ৯৭
 (অস্থায়ী প্রধান
 বিচারপতি
 নিয়োগ)",,"৯৭. জনগণের দোরগোড়ায় ন্যায় বিচার পৌছাবার জন্যে হাইকোর্টকে
 রাজধানীতে কেন্দ্রীভূত না করে প্রত্যেক প্রশাসনিক বিভাগে হাইকোর্টের একটি
 করে বেঞ্চ স্থাপিত হবে ।",খেলাফত মজলিস,,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
অনুচ্ছেদ ৯৮ (সুপ্রীম কোর্টের অতিরিক্ত বিচারকগণ),"৯৮। সংবিধানের ৯৪ অনুচ্ছেদের বিধানাবলী সত্ত্বেও
 61[* * *] রাষ্ট্রপতির নিকট সুপ্রীম কোর্টের কোন
 বিভাগের বিচারক - সংখ্যা সাময়িকভাবে বৃদ্ধি করা
 উচিত বলিয়া সন্তোষজনকভাবে প্রতীয়মান হইলে
 তিনি যথাযথ যোগ্যতাসম্পন্ন এক বা একাধিক
 ব্যক্তিকে অনধিক দুই বৎসরের জন্য অতিরিক্ত
 বিচারক নিযুক্ত করিতে পারিবেন, কিংবা তিনি
 উপযুক্ত বিবেচনা করিলে হাইকোর্ট বিভাগের কোন
 বিচারককে 62[যে কোন অস্থায়ী মেয়াদের জন্য
 আপীল বিভাগের আসন গ্রহণের ব্যবস্থা করিতে
 পারিবেন]:
 তবে শর্তথাকে যে, অতিরিক্ত বিচারকরূপে নিযুক্ত
 কোন ব্যক্তিকে এই সংবিধানের ৯৫ অনুচ্ছেদের
 অধীন বিচারকরূপে নিযুক্ত হইতে কিংবা বর্তমান
 অনুচ্ছেদের অধীন আরও এক মেয়াদের জন্য
 অতিরিক্ত বিচারকরূপে নিযুক্ত হইতে বর্তমান
 অনুচ্ছেদের কোন কিছুই নিবৃত্ত করিবে না।","পঞ্চদশ সংশোধনীর মাধ্যমে আনীত পরিবর্তনটি নিতান্তই ভাষাগত। বাস্তবক্ষেত্রে
 এর তাৎপর্যনেই বললেই চলে। - - - সংশোধিত অনুচ্ছেদটি অপরিবর্তিত রাখা
 যেতে পারে। (পঞ্চদশ সংশধনীর বৈধতা সংক্রান্ত মামলায় বিষয়টি বিচারাধীন)",বাংলাদেশ জাতীয়তাবাদী দল (বিএনপি),,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
"অনুচ্ছেদ ৯৮
 (সুপ্রীম কোর্টের
 অতিরিক্ত
 বিচারকগণ)",,সুপ্রীম কোর্টের অতিরিক্ত বিচারকগণ ‘যথাযথ যোগ্যতাসম্পন্ন’ লিখতে হবে,বাংলাদেশের জাতীয় সমাজতান্ত্রিক দল (বাংলাদেশ জাসদ),,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
"অনুচ্ছেদ ৯৮
 (সুপ্রীম কোর্টের
 অতিরিক্ত
 বিচারকগণ)",,"৯৮: বিচার বিভাগ সম্পূর্ণ স্বাধীন হবে এবং বিচারকগণ স্বাধীনভাবে আইনের
 মাধ্যমে বিচার করবেন । কোন অবস্থাতেই নির্বাহী বিভাগ কোন স্তরের
 আদালতের উপর প্রভাব বিস্তারের চেষ্টা করতে পারবে না। এ ধরনের প্রভাব
 বিস্তারের চেষ্টা যদি প্রমানিত হয় তাহলে আপীল বিভাগ তাকে গুরুতর অন্যায়
 রূপে বিবেচনা করে তার উপযুক্ত প্রতিবিধান করতে পারবে।",খেলাফত মজলিস,,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
"অনুচ্ছেদ ৯৯
 (অবসর গ্রহণের
 পর বিচারকগণের
 অক্ষমতা)","৬৩ [৯৯। (১) কোন ব্যক্তি (এই সংবিধানের
 ৯৮ অনুচ্ছেদের বিধানাবলী - অনুসারে অতিরিক্ত
 বিচারকরূপে দায়িত্ব পালন ব্যতীত) বিচারকরূপে
 দায়িত্ব পালন করিয়া থাকিলে উক্ত পদ হইতে অবসর
 গ্রহণের বা অপসারিত হইবার পর তিনি কোন
 আদালত বা কোন কর্তৃপক্ষের নিকট ওকালতি বা
 কার্য করিবেন না এবং বিচার বিভাগীয় বা আধা - 
 বিচার বিভাগীয় পদ ব্যতীত প্রজাতন্ত্রের কর্মেকোন
 লাভজনক পদে নিয়োগ লাভের য�োগ্য হইবেন না।
 (২) (১) দফায় যাহা কিছুই থাকুক না কেন, কোন
 ব্যক্তি হাইকোর্ট বিভাগের বিচারক পদে বহাল
 থাকিলে উক্ত পদ হইতে অবসর গ্রহণের পর
 তিনি আপীল বিভাগে ওকালতি বা কার্য করিতে
 পারিবেন।]","নির্দলীয় তত্ত্বাবধায়ক সরকার সংক্রান্ত ত্রয়োদশ সংশোধনীর মাধ্যমে অত্র
 অনুচ্ছেদে আনীত পরিবর্তনকে পঞ্চদশ সংশোধনীর মাধ্যমে রহিত করা হয়। - - - 
 পঞ্চদশ সংশোধনীর মাধ্যমে আনীত পরিবর্তনকে রহিত করতে হবে।",বাংলাদেশ জাতীয়তাবাদী দল (বিএনপি),,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
"অনুচ্ছেদ ৯৯
 (অবসর গ্রহণের
 পর বিচারকগণের
 অক্ষমতা)",,"কোনো ব্যক্তি (এই সংবিধানের ৯৮ অনুচ্ছেদের বিধানাবলী অনুসারে অতিরিক্ত
 বিচারকরূপে দায়িত্ব পালন ব্যতীত) বিচারকরূপে দায়িত্ব পালন করিয়া থাকিলে
 উক্ত পদ হইতে অবসর গ্রহণের বা অপসারিত হইবার পর তিনি কোনো
 আদালত বা কোনো কর্তৃপক্ষের নিকট ওকালতি বা কার্য করিবেন না এবং
 বিচার বিভাগীয় বা আধা বিচার বিভাগীয় পদ ব্যতীত জনগণতন্ত্রের কর্মেকোনো
 লাভজনক পদে নিয়োগ লাভের য�োগ্য হইবেন না।",রাষ্ট্র সংস্কার আন্দোলন,,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
"অনুচ্ছেদ ১০০
 (সুপ্রীম কোর্টের
 আসন)","৬৪ [১০০। রাজধানীতে সুপ্রীম কোর্টের স্থায়ী আসন থাকিবে, তবে রাষ্ট্রপতির অনুমোদন লইয়া প্রধান বিচারপতি সময়ে সময়ে অন্য যে স্থান বা স্থানসমূহ নির্ধারণ করিবেন, সেই স্থান বা স্থানসমূহে হাইকোর্ট বিভাগের অধিবেশন অনুষ্ঠিত হইতে পারিবে।]","পঞ্চদশ সংশোধনীর মাধ্যমে অত্র অনুচ্ছেদটি প্রতিস্থাপিত হলেও আদতে
 পূর্বের বিধানই অপরিবর্তিত রয়েছে। - - - প্রতিস্থাপিত অনুচ্ছেদটি বহাল রাখতে
 হবে।(পঞ্চদশ সংশধনীর বৈধতা সংক্রান্ত মামলায় বিষয়টি বিচারাধীন)।",বাংলাদেশ জাতীয়তাবাদী দল (বিএনপি),,Amendment,No,,,"সুপ্রিম কোর্টের বিকেন্দ্রীকরণ:

৩। কমিশন উচ্চ আদালতের বিকেন্দ্রীকরণ করে দেশের সকল বিভাগে হাইকোর্ট বিভাগের স্থায়ী আসন প্রবর্তনের সুপারিশ করছে।
৪। প্রস্তাবিত ব্যবস্থায়, সুপ্রিম কোর্টের আপিল বিভাগের আসন রাজধানীতেই থাকবে। দেশের সকল বিভাগে হাইকোর্ট বিভাগের সমান এখতিয়ার সম্পন্ন স্থায়ী আসন স্থাপন করা হবে। হাইকোর্ট বিভাগের বিকেন্দ্রীকরণ কোনোভাবেই সুপ্রিম কোর্টের একক চরিত্রকে ক্ষুণ্ণ করবে না।",ষষ্ঠ ভাগ (বিচারবিভাগ)
"অনুচ্ছেদ ১০০
 (সুপ্রীম কোর্টের
 আসন)",,"রাজধানীতে সুপ্রীম কোর্টের স্থায়ী আসন থাকিবে, রাষ্ট্রের প্রতি বিভাগে সার্কিট
 বেঞ্চ গড়িয়া তোলা হইবে। উচ্চ আদালতের সেবা নাগরিকদের নিকটতর
 করিবার লক্ষ্যে, প্রধান বিচারপতি সময়ে সময়ে অন্য যে স্থান বা স্থানসমূহ
 নির্ধারণ করিবেন, সেই স্থান বা স্থানসমূহে হাইকোর্ট বিভাগের অধিবেশন
 অনুষ্ঠিত হইতে পারিবে।",রাষ্ট্র সংস্কার আন্দোলন,,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
"অনুচ্ছেদ ১০০
 (সুপ্রীম কোর্টের
 আসন)",,"The permanent seat of the Supreme Court shall be in the
 capital but such number of permanent benches of the High
 Court Division with registries may be appointed in such places
 as the Judicial Commission may determine9 and if necessaryp
 sessions of the High Court Division may be held in such other
 place or places as the Chief Justice may with the approval of
 President from time to time determine.",বাংলাদেশ মুসলিম লীগ,,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
"অনুচ্ছেদ ১০১
 (হাইকোর্ট
 বিভাগের
 এখতিয়ার)","৬৫ [১০১। এই সংবিধান বা অন্য কোন আইনের
 দ্বারা হাইকোর্ট বিভাগের উপর যেরূপ আদি, আপীল
 ও অন্যপ্রকার এখতিয়ার ও ক্ষমতা অর্পিত হইয়াছে,
 উক্ত বিভাগের সেইরূপ এখতিয়ার ও ক্ষমতা
 থাকিবে।]","পঞ্চদশ সংশোধনীর মাধ্যমে অত্র অনুচ্ছেদটি প্রতিস্থাপিত হলেও আদতে
 পূর্বের বিধানই অপরিবর্তিত রয়েছে। - - - প্রতিস্থাপিত অনুচ্ছেদটি বহাল রাখতে
 হবে।(পঞ্চদশ সংশধনীর বৈধতা সংক্রান্ত মামলায় বিষয়টি বিচারাধীন)।",বাংলাদেশ জাতীয়তাবাদী দল (বিএনপি),,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
"অনুচ্ছেদ ১০১
 (হাইকোর্ট
 বিভাগের
 এখতিয়ার)",,"হাইকোর্ট বিভাগে বেঞ্চ পূনর্গঠনে শুধু বিচারক পরিবর্তন করে অধিক্ষেত্র ও
 কার্যতালিকা অপরিবর্তিত রাখতে হবে এবং ক্রমানুসারে মামলার শুনানী ও
 আদেশ প্রেরণ নিশ্চিত করতে হবে ।",বাংলাদেশ লেবার পার্টি,,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
"অনুচ্ছেদ ১০১
 (হাইকোর্ট
 বিভাগের
 এখতিয়ার)",,"হাইকোর্টবেঞ্চের বিকেন্দ্রীকরণ: বিচার ব্যবস্থাকে অধিক জনগণবান্ধব
 করার লক্ষ্যে হাইকোর্টবেঞ্চের বিকেন্দ্রীকরণ করতে হবে। বিচার ব্যবস্থাকে
 বিচারগ্রহিতার দোর গোড়ায় নিয়ে যেতে হবে।",আমার বাংলাদেশ পার্টি (এবি পার্টি),,Amendment,No,,,,ষষ্ঠ ভাগ (বিচারবিভাগ)
